maker,model,maker code,model code
Kia,Niro Plug-In Hybrid,20068,36369375
Kia,Optima,20068,21740
Kia,Optima Hybrid,20068,40463
Kia,Optima Plug-In Hybrid,20068,36296927
Kia,Rio,20068,21828
Kia,Rio5,20068,21885
Kia,Rondo,20068,21840
Kia,Sedona,20068,21970
Kia,Sephia,20068,21974
Kia,Sorento,20068,22084
Kia,Soul,20068,27761
Kia,Soul EV,20068,56687
Kia,Spectra,20068,22090
Kia,Spectra5,20068,22161
Kia,Sportage,20068,22095
Kia,Stinger,20068,36293408
Koenigsegg,CCX,33663,33664
Lamborghini,Aventador,20069,42843
Lamborghini,Aventador S,20069,36376457
Lamborghini,Diablo,20069,20994
Lamborghini,Gallardo,20069,21195
Lamborghini,Huracan,20069,56867
Lamborghini,Murcielago,20069,21683
Land Rover,Defender,20024,21002
Land Rover,Discovery,20024,20999
Land Rover,Discovery Sport,20024,58230
Land Rover,Freelander,20024,21143
Land Rover,LR2,20024,21360
Land Rover,LR3,20024,21335
Land Rover,LR4,20024,30004
Land Rover,Range Rover,20024,21872
Land Rover,Range Rover Evoque,20024,43403
Land Rover,Range Rover Sport,20024,21811
Land Rover,Range Rover Velar,20024,36308693
Lexus,CT 200h,20070,35964
Lexus,ES (all),20070,"21043,21025,48266,21044,21027"
Lexus,ES 250,20070,21043
Lexus,ES 300,20070,21025
Lexus,ES 300h,20070,48266
Lexus,ES 330,20070,21044
Lexus,ES 350,20070,21027
Lexus,GS (all),20070,"30023412,21168,21196,21170,21198,21172,21174,30038753"
Lexus,GS 200t,20070,30023412
Lexus,GS 300,20070,21168
Lexus,GS 350,20070,21196
Lexus,GS 400,20070,21170
Lexus,GS 430,20070,21198
Lexus,GS 450h,20070,21172
Lexus,GS 460,20070,21174
Lexus,GS F,20070,30038753
Lexus,GX 460,20070,34883
Lexus,GX 470,20070,21213
Lexus,HS 250h,20070,27821
Lexus,IS (all),20070,"30028219,21281,30465,21239,21289,30466,21241"
Lexus,IS 200t,20070,30028219
Lexus,IS 250,20070,21281
Lexus,IS 250C,20070,30465
Lexus,IS 300,20070,21239
Lexus,IS 350,20070,21289
Lexus,IS 350C,20070,30466
Lexus,IS-F,20070,21241
Lexus,LC 500,20070,33796915
Lexus,LC 500h,20070,36308889
Lexus,LFA,20070,35029
Lexus,LS (all),20070,"21337,21363,21339,36293903,21364"
Lexus,LS 400,20070,21337
Lexus,LS 430,20070,21363
Lexus,LS 460,20070,21339
Lexus,LS 500,20070,36293903
Lexus,LS 600h L,20070,21364
Lexus,LS 500h,20070,36310230
Lexus,LX (all),20070,"21369,21353,21371"
Lexus,LX 450,20070,21369
Lexus,LX 470,20070,21353
Lexus,LX 570,20070,21371
Lexus,NX 200t,20070,57887
Lexus,NX 300,20070,36348273
Lexus,NX 300h,20070,57888
Lexus,RC 200t,20070,30034963
Lexus,RC 300,20070,30035060
Lexus,RC 350,20070,57928
Lexus,RC F,20070,56307
Lexus,RX (all),20070,"21785,21839,21787,36366385,21841,27664"
Lexus,RX 300,20070,21785
Lexus,RX 330,20070,21839
Lexus,RX 350,20070,21787
Lexus,RX 350L,20070,36366385
Lexus,RX 400h,20070,21841
Lexus,RX 450h,20070,27664
Lexus,SC (all),20070,"21869,21925,21871"
Lexus,SC 300,20070,21869
Lexus,SC 400,20070,21925
Lexus,SC 430,20070,21871
Lincoln,Aviator,20025,20669
Lincoln,Blackwood,20025,20701
Lincoln,Continental,20025,20849
Lincoln,LS,20025,21362
Lincoln,Mark LT,20025,21457
Lincoln,Mark VII,20025,21434
Lincoln,Mark VIII,20025,21461
Lincoln,MKC,20025,56027
Lincoln,MKS,20025,21403
Lincoln,MKT,20025,27841
Lincoln,MKX,20025,21425
Lincoln,MKZ,20025,21404
Lincoln,MKZ Hybrid,20025,38163
Lincoln,Navigator,20025,21719
Lincoln,Navigator L,20025,30016700
Lincoln,Town Car,20025,22286
Lincoln,Zephyr,20025,22336
Lotus,Elan,20071,21057
Lotus,Elise,20071,21056
Lotus,Esprit,20071,21094
Lotus,Esprit V8,20071,21076
Lotus,Evora,20071,34703
Lotus,Evora 400,20071,36282116
Lotus,Exige,20071,21103
Lotus,Exige S,20071,21084
Maserati,Coupe,20072,20891
Maserati,Ghibli,20072,21197
Maserati,GranSport,20072,21246
Maserati,GranSport Spyder,20072,21216
Maserati,GranTurismo,20072,21247
Maserati,Levante,20072,34226822
Maserati,Quattroporte,20072,21814
Maserati,Spyder,20072,22185
Maybach,Landaulet,20027,27481
Maybach,Type 57,20027,22232
Maybach,Type 62,20027,22319
Mazda,323,20073,20443
Mazda,626,20073,20509
Mazda,929,20073,20573
Mazda,B-Series Trucks,20073,"20683,20681,20684,20686,20685,20688,21775"
Mazda,B2200,20073,20683
Mazda,B2300,20073,20681
Mazda,B2500,20073,20684
Mazda,B2600,20073,20686
Mazda,B3000,20073,20685
Mazda,B4000,20073,20688
Mazda,Pickup,20073,21775
Mazda,CX-3,20073,30000208
Mazda,CX-5,20073,47277
Mazda,CX-7,20073,20764
Mazda,CX-9,20073,20788
Mazda,Mazda2,20073,35965
Mazda,Mazda3,20073,21446
Mazda,Mazda5,20073,21488
Mazda,Mazda6,20073,21447
Mazda,MazdaSpeed Miata MX-5,20073,21490
Mazda,MazdaSpeed Protege,20073,21448
Mazda,MazdaSpeed3,20073,21492
Mazda,MazdaSpeed6,20073,21450
Mazda,Millenia,20073,21505
Mazda,MPV,20073,21427
Mazda,MX-3,20073,21407
Mazda,MX-5 Miata,20073,21460
Mazda,MX-5 Miata RF,20073,36280700
Mazda,MX-6,20073,21431
Mazda,Navajo,20073,21687
Mazda,Protege,20073,21800
Mazda,Protege5,20073,21754
Mazda,RX-7,20073,21850
Mazda,RX-8,20073,21794
Mazda,Tribute,20073,22209
Mazda,Tribute Hybrid,20073,22300
McLaren,570GT,47903,36296923
McLaren,570S,47903,35009100
McLaren,650S,47903,30001432
McLaren,675LT,47903,33910227
McLaren,720S,47903,36375923
McLaren,MP4-12C,47903,47904
Mercedes-Benz,190,20028,20298
Mercedes-Benz,AMG GT,20028,30000114
Mercedes-Benz,B-Class,20028,35084701
Mercedes-Benz,B-Class Electric Drive,20028,57790
Mercedes-Benz,C (all),20028,"30022818,36279856,36279857,20745"
Mercedes-Benz,AMG C,20028,30022818
Mercedes-Benz,AMG C 43,20028,36279856
Mercedes-Benz,AMG C 63,20028,36279857
Mercedes-Benz,C-Class,20028,20745
Mercedes-Benz,CL-Class,20028,20756
Mercedes-Benz,CLA (all),20028,"36279860,36279868,52909"
Mercedes-Benz,AMG CLA 45,20028,36279860
Mercedes-Benz,CLA 250,20028,36279868
Mercedes-Benz,CLA-Class,20028,52909
Mercedes-Benz,CLK-Class,20028,20775
Mercedes-Benz,CLS (all),20028,"30019342,36279861,36279870,20758"
Mercedes-Benz,AMG CLS,20028,30019342
Mercedes-Benz,AMG CLS 63,20028,36279861
Mercedes-Benz,CLS 550,20028,36279870
Mercedes-Benz,CLS-Class,20028,20758
Mercedes-Benz,E (all),20028,"30019351,36290282,36322313,21014"
Mercedes-Benz,AMG E,20028,30019351
Mercedes-Benz,AMG E 43,20028,36290282
Mercedes-Benz,AMG E 63,20028,36322313
Mercedes-Benz,E-Class,20028,21014
Mercedes-Benz,G (all),20028,"30034663,36290351,36290354,36299623,21177"
Mercedes-Benz,AMG G,20028,30034663
Mercedes-Benz,AMG G 63,20028,36290351
Mercedes-Benz,AMG G 65,20028,36290354
Mercedes-Benz,G 550 4x4 Squared,20028,36299623
Mercedes-Benz,G-Class,20028,21177
Mercedes-Benz,GL (all),20028,"30024860,21190"
Mercedes-Benz,AMG GL,20028,30024860
Mercedes-Benz,GL-Class,20028,21190
Mercedes-Benz,GLA (all),20028,"30024884,36279804,36279873,56288"
Mercedes-Benz,AMG GLA,20028,30024884
Mercedes-Benz,AMG GLA 45,20028,36279804
Mercedes-Benz,GLA 250,20028,36279873
Mercedes-Benz,GLA-Class,20028,56288
Mercedes-Benz,GLC (all),20028,"36282683,36310238,36279874,36372300,30011556"
Mercedes-Benz,AMG GLC 43,20028,36282683
Mercedes-Benz,AMG GLC 63,20028,36310238
Mercedes-Benz,GLC 300,20028,36279874
Mercedes-Benz,GLC 350e,20028,36372300
Mercedes-Benz,GLC-Class,20028,30011556
Mercedes-Benz,GLE (all),20028,"30019374,36279864,36279865,36279875,36279938,36279878,36279879,36327283,30003456"
Mercedes-Benz,AMG GLE,20028,30019374
Mercedes-Benz,AMG GLE 43,20028,36279864
Mercedes-Benz,AMG GLE 63,20028,36279865
Mercedes-Benz,GLE 300d,20028,36279875
Mercedes-Benz,GLE 350,20028,36279938
Mercedes-Benz,GLE 400,20028,36279878
Mercedes-Benz,GLE 550e,20028,36279879
Mercedes-Benz,GLE 550e Plug-In Hybrid,20028,36327283
Mercedes-Benz,GLE-Class,20028,30003456
Mercedes-Benz,GLK-Class,20028,27621
Mercedes-Benz,GLS (all),20028,"36279866,36279950,36279952,36279886"
Mercedes-Benz,AMG GLS 63,20028,36279866
Mercedes-Benz,GLS 350d,20028,36279950
Mercedes-Benz,GLS 450,20028,36279952
Mercedes-Benz,GLS 550,20028,36279886
Mercedes-Benz,M-Class,20028,21414
Mercedes-Benz,Maybach S,20028,30002097
Mercedes-Benz,Maybach S 550,20028,36280734
Mercedes-Benz,Maybach S 560,20028,36348163
Mercedes-Benz,Maybach S 600,20028,36280829
Mercedes-Benz,Maybach S 650,20028,36348301
Mercedes-Benz,Metris,20028,36279957
Mercedes-Benz,R-Class,20028,21824
Mercedes-Benz,S (all),20028,"30022853,36279867,36279814,21906"
Mercedes-Benz,AMG S,20028,30022853
Mercedes-Benz,AMG S 63,20028,36279867
Mercedes-Benz,AMG S 65,20028,36279814
Mercedes-Benz,S-Class,20028,21906
Mercedes-Benz,SL (all),20028,"30022872,36279918,36279921,36279958,36279890,21930"
Mercedes-Benz,AMG SL,20028,30022872
Mercedes-Benz,AMG SL 63,20028,36279918
Mercedes-Benz,AMG SL 65,20028,36279921
Mercedes-Benz,SL 450,20028,36279958
Mercedes-Benz,SL 550,20028,36279890
Mercedes-Benz,SL-Class,20028,21930
Mercedes-Benz,SLC (all),20028,"36279924,36279891"
Mercedes-Benz,AMG SLC 43,20028,36279924
Mercedes-Benz,SLC 300,20028,36279891
Mercedes-Benz,SLK (all),20028,"30019391,21877"
Mercedes-Benz,AMG SLK,20028,30019391
Mercedes-Benz,SLK-Class,20028,21877
Mercedes-Benz,SLR McLaren,20028,21932
Mercedes-Benz,SLS AMG,20028,36043
Mercedes-Benz,SLS AMG Black Series,20028,54427
Mercedes-Benz,Sprinter,20028,22183
Mercedes-Benz,Sprinter 2500,20028,36283002
Mercedes-Benz,Sprinter 3500,20028,36283532
Mercedes-Benz,Sprinter 3500XD,20028,36283944
Mercury,Capri,20074,20780
Mercury,Colony Park,20074,20829
Mercury,Cougar,20074,20886
Mercury,Grand Marquis,20074,21223
Mercury,Marauder,20074,21449
Mercury,Mariner,20074,21421
Mercury,Mariner Hybrid,20074,21451
Mercury,Milan,20074,21504
Mercury,Milan Hybrid,20074,27662
Mercury,Montego,20074,21674
Mercury,Monterey,20074,21704
Mercury,Mountaineer,20074,21706
Mercury,Mystique,20074,21714
Mercury,Sable,20074,21944
Mercury,Topaz,20074,22267
Mercury,Tracer,20074,22288
Mercury,Villager,20074,22280
MINI,Clubman,20075,38203
MINI,Convertible,20075,51005
MINI,Cooper,20075,20872
MINI,Cooper Clubman,20075,20855
MINI,Cooper Countryman,20075,41883
MINI,Cooper S,20075,20874
MINI,Cooper S Clubman,20075,20857
MINI,Cooper S Countryman,20075,41884
MINI,Countryman,20075,36083
MINI,Coupe,20075,20891
MINI,E Countryman,20075,36323989
MINI,Hardtop,20075,51006
MINI,Paceman,20075,51887
MINI,Roadster,20075,21834
Mitsubishi,3000GT,20030,20392
Mitsubishi,Diamante,20030,21011
Mitsubishi,Eclipse,20030,21037
Mitsubishi,Eclipse Cross,20030,36362434
Mitsubishi,Endeavor,20030,21060
Mitsubishi,Expo,20030,21089
Mitsubishi,Galant,20030,21189
Mitsubishi,i-MiEV,20030,45843
Mitsubishi,Lancer,20030,21361
Mitsubishi,Lancer Evolution,20030,21379
Mitsubishi,Lancer Sportback,20030,21368
Mitsubishi,Mirage,20030,21466
Mitsubishi,Mirage G4,20030,34227059
Mitsubishi,Montero,20030,21676
Mitsubishi,Montero Sport,20030,21705
Mitsubishi,Outlander,20030,21742
Mitsubishi,Outlander PHEV,20030,36369778
Mitsubishi,Outlander Sport,20030,35966
Mitsubishi,Pickup,20030,21775
Mitsubishi,Precis,20030,21789
Mitsubishi,Raider,20030,21854
Morgan,Aero 8,20076,20621
Morgan,Plus 8,20076,21735
Morgan,Roadster,20076,21834
Nissan,200SX,20077,20307
Nissan,240SX,20077,20361
Nissan,300ZX,20077,20403
Nissan,350Z,20077,20419
Nissan,370Z,20077,27663
Nissan,Altima,20077,20626
Nissan,Altima Hybrid,20077,20639
Nissan,Armada,20077,20645
Nissan,Cube,20077,28283
Nissan,Frontier,20077,21145
Nissan,GT-R,20077,21204
Nissan,Juke,20077,35967
Nissan,Leaf,20077,35968
Nissan,Maxima,20077,21445
Nissan,Murano,20077,21710
Nissan,Murano CrossCabriolet,20077,40403
Nissan,Murano Hybrid,20077,35084991
Nissan,NV Vans,20077,"48583,52187,52189,52194,48589,52192,52670"
Nissan,NV Cargo,20077,48583
Nissan,NV Cargo NV1500,20077,52187
Nissan,NV Cargo NV2500 HD,20077,52189
Nissan,NV Cargo NV3500 HD,20077,52194
Nissan,NV Passenger,20077,48589
Nissan,NV Passenger NV3500 HD,20077,52192
Nissan,NV200,20077,52670
Nissan,NV200,20077,52670
Nissan,NX,20077,21716
Nissan,Pathfinder,20077,21761
Nissan,Pathfinder Hybrid,20077,52655
Nissan,Pickup,20077,21775
Nissan,Quest,20077,21764
Nissan,Rogue,20077,21894
Nissan,Rogue Hybrid,20077,30033647
Nissan,Rogue Select,20077,56530
Nissan,Rogue Sport,20077,36293534
Nissan,Sentra,20077,21931
Nissan,Stanza,20077,22194
Nissan,Titan,20077,22171
Nissan,Titan XD,20077,33761895
Nissan,Versa,20077,22274
Nissan,Versa Note,20077,52109
Nissan,Xterra,20077,22330
Oldsmobile,Achieva,20032,20610
Oldsmobile,Alero,20032,20623
Oldsmobile,Aurora,20032,20654
Oldsmobile,Bravada,20032,20715
Oldsmobile,Custom Cruiser,20032,20905
Oldsmobile,Cutlass,20032,20911
Oldsmobile,Cutlass Calais,20032,20922
Oldsmobile,Cutlass Ciera,20032,20913
Oldsmobile,Cutlass Cruiser,20032,20923
Oldsmobile,Cutlass Supreme,20032,20924
Oldsmobile,Eighty-Eight,20032,21041
Oldsmobile,Intrigue,20032,21304
Oldsmobile,LSS,20032,21341
Oldsmobile,Ninety-Eight,20032,21728
Oldsmobile,Regency,20032,21817
Oldsmobile,Silhouette,20032,22111
Oldsmobile,Toronado,20032,22273
Panoz,AIV Roadster,20079,20602
Panoz,Esperante,20079,21074
Panoz,Roadster,20079,21834
Peugeot,505,20034,20458
Plymouth,Acclaim,20080,20609
Plymouth,Breeze,20080,20708
Plymouth,Colt,20080,20831
Plymouth,Grand Voyager,20080,21253
Plymouth,Laser,20080,21372
Plymouth,Neon,20080,21688
Plymouth,Prowler,20080,21801
Plymouth,Sundance,20080,22212
Plymouth,Voyager,20080,22287
Pontiac,6000,20035,20512
Pontiac,Aztek,20035,20673
Pontiac,Bonneville,20035,20709
Pontiac,Firebird,20035,21148
Pontiac,G3,20035,27401
Pontiac,G5,20035,21181
Pontiac,G6,20035,21155
Pontiac,G8,20035,21186
Pontiac,Grand Am,20035,21220
Pontiac,Grand Prix,20035,21251
Pontiac,GTO,20035,21207
Pontiac,LeMans,20035,21376
Pontiac,Montana,20035,21670
Pontiac,Montana SV6,20035,21702
Pontiac,Solstice,20035,22141
Pontiac,Sunbird,20035,22125
Pontiac,Sunfire,20035,22126
Pontiac,T1000,20035,22145
Pontiac,Torrent,20035,22279
Pontiac,Trans Sport,20035,22199
Pontiac,Vibe,20035,22276
Porsche,718 Boxster,20081,34293165
Porsche,718 Cayman,20081,36291475
Porsche,911,20081,20567
Porsche,918 Spyder,20081,57448
Porsche,928,20081,20583
Porsche,944,20081,20577
Porsche,968,20081,20581
Porsche,Boxster,20081,20705
Porsche,Carrera GT,20081,20786
Porsche,Cayenne,20081,20791
Porsche,Cayenne E-Hybrid,20081,58570
Porsche,Cayenne Hybrid,20081,36987
Porsche,Cayman,20081,20819
Porsche,Macan,20081,56014
Porsche,Panamera,20081,30005
Porsche,Panamera e-Hybrid,20081,54449
Porsche,Panamera e-Hybrid Sport Turismo,20081,36323088
Porsche,Panamera Hybrid,20081,46443
Porsche,Panamera Sport Turismo,20081,36323063
Qvale,Mangusta,20036,21439
RAM,1500,44763,20277
RAM,2500,44763,20377
RAM,3500,44763,20451
RAM,Cargo,44763,45303
RAM,ProMaster 1500,44763,52653
RAM,ProMaster 2500,44763,52651
RAM,ProMaster 2500 Window Van,44763,54810
RAM,ProMaster 3500,44763,52652
RAM,ProMaster 3500 Window Van,44763,30008915
RAM,ProMaster City,44763,30000373
Rolls-Royce,40/50 HP Silver Ghost,20037,34137842
Rolls-Royce,Corniche,20037,20878
Rolls-Royce,Dawn,20037,34281190
Rolls-Royce,Ghost,20037,35023
Rolls-Royce,Park Ward,20037,21755
Rolls-Royce,Phantom,20037,56531
Rolls-Royce,Phantom Coupe,20037,21768
Rolls-Royce,Phantom Drophead Coupe,20037,21724
Rolls-Royce,Phantom VI,20037,21772
Rolls-Royce,Silver Dawn,20037,22115
Rolls-Royce,Silver Seraph,20037,22117
Rolls-Royce,Silver Spur,20037,22057
Rolls-Royce,Silver Spur II,20037,33343
Rolls-Royce,Wraith,20037,52656
Saab,9-2X,20038,20565
Saab,9-3,20038,20549
Saab,9-3X,20038,43903
Saab,9-4X,20038,42943
Saab,9-5,20038,20566
Saab,9-7X,20038,20551
Saab,900,20038,20553
Saab,9000,20038,20570
Saleen,S7,20084,21862
Saturn,Astra,20039,20649
Saturn,Aura,20039,20655
Saturn,Aura Hybrid (all),20039,"20652,20657"
Saturn,Aura Green Line,20039,20652
Saturn,Aura Hybrid,20039,20657
Saturn,Ion,20039,21305
Saturn,L,20039,21310
Saturn,LS,20039,21362
Saturn,LW,20039,21351
Saturn,Outlook,20039,21698
Saturn,Relay,20039,21819
Saturn,SC,20039,21924
Saturn,Sky,20039,22075
Saturn,SL,20039,21875
Saturn,SW,20039,21942
Saturn,Vue,20039,22368
Saturn,Vue Hybrid (all),20039,"22289,22369"
Saturn,Vue Green Line,20039,22289
Saturn,Vue Hybrid,20039,22369
Scion,FR-S,20085,47565
Scion,iA,20085,30003484
Scion,iM,20085,30003493
Scion,iQ,20085,35969
Scion,tC,20085,22401
Scion,xA,20085,22340
Scion,xB,20085,22402
Scion,xD,20085,22341
smart,ForTwo,20228,21164
smart,ForTwo Electric Drive,20228,42803
Spyker,C8,33584,38403
Spyker,C8 Aileron,33584,33604
Spyker,C8 Laviolette,33584,34823
Sterling,827,20040,20560
Subaru,B9 Tribeca,20041,20687
Subaru,Baja,20041,20690
Subaru,BRZ,20041,47566
Subaru,Crosstrek,20041,30031770
Subaru,Crosstrek Hybrid,20041,30031781
Subaru,Forester,20041,21165
Subaru,Impreza,20041,21295
Subaru,Impreza Outback Sport,20041,36843
Subaru,Impreza WRX,20041,51803
Subaru,Impreza WRX STi,20041,38443
Subaru,Justy,20041,21325
Subaru,Legacy,20041,21378
Subaru,Loyale,20041,21384
Subaru,Outback,20041,21697
Subaru,SVX,20041,21891
Subaru,Tribeca,20041,22298
Subaru,WRX,20041,50683
Subaru,WRX STI,20041,50684
Subaru,XT,20041,22391
Subaru,XV Crosstrek,20041,48265
Subaru,XV Crosstrek Hybrid,20041,52657
Suzuki,Aerio,20042,20619
Suzuki,Equator,20042,21079
Suzuki,Esteem,20042,21098
Suzuki,Forenza,20042,21140
Suzuki,Grand Vitara,20042,21225
Suzuki,Kizashi,20042,34643
Suzuki,Reno,20042,21826
Suzuki,Samurai,20042,21945
Suzuki,Sidekick,20042,22043
Suzuki,Swift,20042,22229
Suzuki,SX4,20042,21893
Suzuki,Verona,20042,22359
Suzuki,Vitara,20042,22284
Suzuki,X-90,20042,22376
Suzuki,XL7,20042,22328
Tesla,Model 3,28263,36328799
Tesla,Model S,28263,21655
Tesla,Model X,28263,21661
Tesla,Roadster,28263,21834
Toyota,4Runner,20088,20482
Toyota,86,20088,34172170
Toyota,Avalon,20088,20658
Toyota,Avalon Hybrid,20088,51703
Toyota,C-HR,20088,36283124
Toyota,Camry,20088,20800
Toyota,Camry Hybrid,20088,20774
Toyota,Camry Solara,20088,20802
Toyota,Celica,20088,20821
Toyota,Corolla,20088,20861
Toyota,Corolla iM,20088,35084748
Toyota,Cressida,20088,20895
Toyota,ECHO,20088,21016
Toyota,FJ Cruiser,20088,21127
Toyota,Highlander,20088,21260
Toyota,Highlander Hybrid,20088,21233
Toyota,Land Cruiser,20088,21381
Toyota,Matrix,20088,21444
Toyota,Mirai,20088,33385383
Toyota,MR2,20088,21405
Toyota,Paseo,20088,21718
Toyota,Pickup,20088,21775
Toyota,Previa,20088,21795
Toyota,Prius,20088,21751
Toyota,Prius c,20088,47567
Toyota,Prius Plug-in,20088,47108
Toyota,Prius Prime,20088,36273890
Toyota,Prius v,20088,46703
Toyota,RAV4,20088,21780
Toyota,RAV4 EV,20088,50903
Toyota,RAV4 Hybrid,20088,30003416
Toyota,Sequoia,20088,21933
Toyota,Sienna,20088,22101
Toyota,Supra,20088,22143
Toyota,T100,20088,22231
Toyota,Tacoma,20088,22250
Toyota,Tercel,20088,22166
Toyota,Tundra,20088,22213
Toyota,Venza,20088,22358
Toyota,Yaris,20088,22331
Toyota,Yaris iA,20088,35084961
Volkswagen,Atlas,20089,36282396
Volkswagen,Beetle,20089,43344
Volkswagen,Cabrio,20089,20766
Volkswagen,Cabriolet,20089,20792
Volkswagen,CC,20089,27321
Volkswagen,Corrado,20089,20882
Volkswagen,e-Golf,20089,56107
Volkswagen,Eos,20089,21064
Volkswagen,Eurovan,20089,21100
Volkswagen,Fox,20089,21166
Volkswagen,GLI,20089,36307255
Volkswagen,Golf,20089,21242
Volkswagen,Golf Alltrack,20089,35864320
Volkswagen,Golf GTI,20089,58767
Volkswagen,Golf R,20089,47951
Volkswagen,Golf SportWagen,20089,30003099
Volkswagen,GTI,20089,21183
Volkswagen,Jetta,20089,21285
Volkswagen,Jetta Hybrid,20089,47568
Volkswagen,Jetta SportWagen,20089,50644
Volkswagen,New Beetle,20089,20691
Volkswagen,New Cabrio,20089,21721
Volkswagen,Passat,20089,21758
Volkswagen,Phaeton,20089,21723
Volkswagen,R32,20089,21827
Volkswagen,Rabbit,20089,21796
Volkswagen,Routan,20089,21896
Volkswagen,Tiguan,20089,22265
Volkswagen,Tiguan Limited,20089,36343233
Volkswagen,Touareg,20089,22189
Volkswagen,Touareg 2,20089,22281
Volkswagen,Touareg Hybrid,20089,39827
Volkswagen,Van,20089,22353
Volvo,240,20044,20359
Volvo,740,20044,20539
Volvo,850,20044,20546
Volvo,940,20044,20585
Volvo,960,20044,20588
Volvo,C30,20044,20749
Volvo,C70,20044,20751
Volvo,Coupe,20044,20891
Volvo,S40,20044,21857
Volvo,S60,20044,21916
Volvo,S60 Cross Country,20044,30000874
Volvo,S60 Inscription,20044,30019645
Volvo,S70,20044,21918
Volvo,S80,20044,21920
Volvo,S90,20044,21864
Volvo,S90 Hybrid,20044,36326814
Volvo,V40,20044,22349
Volvo,V50,20044,22251
Volvo,V60,20044,56208
Volvo,V60 Cross Country,20044,30003796
Volvo,V70,20044,22350
Volvo,V90,20044,22351
Volvo,V90 Cross Country,20044,36281513
Volvo,XC40,20044,36362500
Volvo,XC60,20044,22379
Volvo,XC60 Hybrid,20044,36321398
Volvo,XC70,20044,22313
Volvo,XC90,20044,22380
Volvo,XC90 Hybrid,20044,30023481
Yugo,Cabrio,20045,20766
