name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS0JR016941
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,44475,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR021327
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43375,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS8JR017335
2018 Audi Q3 2.0T Sport Premium,Audi,White,40625,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1ECCFS8JR016946
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41125,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1JCCFS5JR026378
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS4JR016943
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,41500,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Utopia_Blue,,6-Speed Automatic w/OD,AWD,WA1JCCFS1JR019394
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43625,Napleton Autowerks Loves Park,(815) 916-4212,4.9,566,,55,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS9JR021958
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43150,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Utopia Blue Metallic,Black,6-Speed Automatic w/OD,AWD,WA1JCCFS8JR014709
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41125,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1JCCFS9JR026352
2018 Audi Q3 2.0T Premium,Audi,Gray,37845,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1ECCFS0JR026080
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41275,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1JCCFSXJR026179
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS9JR017215
2018 Audi Q3 2.0T Premium Plus,Audi,White,41275,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Glacier White,,6-Speed Automatic w/OD,AWD,WA1JCCFSXJR025999
2018 Audi Q3 2.0T Premium Plus,Audi,White,41730,International Autos,(414) 203-5342,3.4,60,,68,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS2JR011062
2018 Audi Q3 2.0T Premium Plus,Audi,Black,40700,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS3JR026248
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,41500,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Florett Silver Metallic,Black,6-Speed Automatic w/OD,AWD,WA1JCCFS4JR019325
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,41500,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Utopia_Blue,,6-Speed Automatic w/OD,AWD,WA1JCCFS0JR019399
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,37425,International Autos,(414) 203-5342,3.4,60,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR024793
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43400,Napleton Autowerks Loves Park,(815) 916-4212,4.9,566,,55,Utopia Blue Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFSXJR016445
2018 Audi Q3 2.0T Premium Plus,Audi,Black,42825,Napleton Autowerks Loves Park,(815) 916-4212,4.9,566,,55,Brilliant Black,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS7JR016208
2018 Audi Q3 2.0T Premium Plus,Audi,White,40875,International Autos,(414) 203-5342,3.4,60,,68,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS4JR013539
2018 Audi Q3 2.0T Sport Premium,Audi,White,37950,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Chestnut Brown,6-Speed Automatic,AWD,WA1ECCFS6JR016993
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41525,Bergstrom Imports on Victory Lane,(877) 245-2925,4,390,,96,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFSXJR028062
2018 Audi Q3 2.0T Premium,Audi,White,35950,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Black,6-Speed Automatic,FWD,WA1BCCFS3JR022270
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43375,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS8JR016959
2018 Audi Q3 2.0T Premium Plus,Audi,Other,43400,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Florett_Silver,,6-Speed Automatic w/OD,AWD,WA1JCCFS5JR016191
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS5JR021438
2018 Audi Q3 2.0T Premium Plus,Audi,Black,40550,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS6JR026356
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41500,Napleton Autowerks Loves Park,(815) 916-4212,4.9,566,,55,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR019349
2018 Audi Q3 2.0T Sport Premium,Audi,Black,38424,International Autos,(414) 203-5342,3.4,60,,68,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1ECCFS7JR006652
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41730,International Autos,(414) 203-5342,3.4,60,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS6JR011212
2018 Audi Q3 2.0T Premium Plus,Audi,Red,41675,The Audi Exchange,(847) 739-9944,4.9,581,,99,Misano Red Pearl Effect,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS9JR020325
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,38025,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFSXJR025177
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,38789,Bergstrom Imports on Victory Lane,(877) 245-2925,4,390,,96,Utopia Blue Metallic,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS5JR013761
2018 Audi Q3 2.0T Premium Plus,Audi,Other,39350,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Cortina_White,,6-Speed Automatic w/OD,AWD,WA1JCCFS9JR026173
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS4JR016974
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,41375,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Utopia Blue Metallic,Rock Gray,6-Speed Automatic w/OD,AWD,WA1JCCFS3JR023768
2018 Audi Q3 2.0T Premium Plus,Audi,White,39675,International Autos,(414) 203-5342,3.4,60,,68,Cortina White,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS6JR027233
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43400,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Utopia Blue Metallic,Chestnut Brown,6-Speed Automatic w/OD,AWD,WA1JCCFS3JR016447
2018 Audi Q3 2.0T Premium Plus,Audi,White,40170,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Black,6-Speed Automatic,AWD,WA1JCCFS7JR024986
2018 Audi Q3 2.0T Premium Plus,Audi,Black,42825,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS5JR016143
2018 Audi Q3 2.0T Premium Plus,Audi,Black,39350,Audi Hoffman Estates,(847) 961-4989,4.9,1235,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS2JR026144
2018 Audi Q3 2.0T Premium Plus,Audi,White,40525,International Autos,(414) 203-5342,3.4,60,,68,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS0JR024151
2018 Audi Q3 2.0T Premium Plus,Audi,Black,40997,International Autos,(414) 203-5342,3.4,60,,68,Brilliant Black,Black,Automatic with Tiptronic,AWD,WA1JCCFS4JR006753
2018 Audi Q3 2.0T Premium Plus,Audi,White,38989,Bergstrom Imports on Victory Lane,(877) 245-2925,4,390,,96,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS1JR024742
2018 Audi Q3 2.0T Premium Plus,Audi,White,40650,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS1JR032694
2018 Audi Q3 2.0T Sport Premium,Audi,Blue,36089,Bergstrom Imports on Victory Lane,(877) 245-2925,4,390,,96,Utopia Blue Metallic,Black,6-Speed Automatic,AWD,WA1ECCFSXJR018729
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,41525,Audi North Shore,(414) 375-4847,4,14,,72,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS1JR028242
2018 Audi Q3 2.0T Premium Plus,Audi,Red,39800,The Audi Exchange,(847) 739-9944,4.9,581,,99,Misano Red Pearl Effect,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS3JR032826
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS8JR023331
2018 Audi Q3 2.0T Premium Plus,Audi,White,39675,International Autos,(414) 203-5342,3.4,60,,68,Cortina White,Black,6-Speed Automatic,AWD,WA1JCCFS8JR026651
2018 Audi Q3 2.0T Premium Plus,Audi,Black,40950,The Audi Exchange,(847) 739-9944,4.9,581,,99,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS0JR028619
2018 Audi Q3 2.0T Premium Plus,Audi,Black,38875,The Audi Exchange,(847) 739-9944,4.9,581,,99,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS2JR032929
2018 Audi Q3 2.0T Premium Plus,Audi,Black,39225,The Audi Exchange,(847) 739-9944,4.9,581,,99,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS8JR032708
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,42349,Bergstrom Imports on Victory Lane,(877) 245-2925,4,390,,96,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR014670
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,38175,Audi North Shore,(414) 375-4847,4,14,,72,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS0JR026077
2018 Audi Q3 2.0T Premium Plus,Audi,Black,41650,The Audi Exchange,(847) 739-9944,4.9,581,,99,Mythos Black Metallic,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS2JR029349
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,42625,International Autos,(414) 203-5342,3.4,60,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS6JR021870
2018 Audi Q3 2.0T Premium Plus,Audi,White,41075,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS7JR029377
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,37850,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Chestnut Brown,6-Speed Automatic,AWD,WA1ECCFS6JR028772
2018 Audi Q3 2.0T Premium Plus,Audi,White,41275,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS5JR025277
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,40525,International Autos,(414) 203-5342,3.4,60,,68,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS6JR030889
2018 Audi Q3 2.0T Premium Plus,Audi,White,40525,International Autos,(414) 203-5342,3.4,60,,68,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS6JR027944
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41525,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS5JR028633
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,40889,Bergstrom Imports on Victory Lane,(877) 245-2925,4,390,,96,Utopia Blue Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS6JR012859
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41165,Audi North Shore,(414) 375-4847,4,14,,72,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFSXJR012072
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41650,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS1JR029567
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,39800,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR032702
2018 Audi Q3 2.0T Sport Premium,Audi,Gray,39615,Audi North Shore,(414) 375-4847,4,14,,72,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR016856
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,38175,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR025427
2018 Audi Q3 2.0T Premium Plus,Audi,White,38875,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Black,6-Speed Automatic,AWD,WA1JCCFS9JR032944
2018 Audi Q3 2.0T Premium Plus,Audi,Black,37070,The Audi Exchange,(847) 739-9944,4.9,581,,99,Brilliant Black,Black,6-Speed Automatic,FWD,WA1HCCFS8JR025238
2018 Audi Q3 2.0T Sport Premium,Audi,Red,39615,Audi North Shore,(414) 375-4847,4,14,,72,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR016872
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,41650,The Audi Exchange,(847) 739-9944,4.9,581,,99,Florett Silver Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS5JR029376
2018 Audi Q3 2.0T Premium Plus,Audi,White,41525,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS7JR028827
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,37850,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Black,6-Speed Automatic,AWD,WA1ECCFS7JR029641
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFSXJR022018
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,581,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS2JR022062
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,39450,The Audi Exchange,(847) 739-9944,4.9,581,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS0JR032900
2018 Audi Q3 2.0T Sport Premium,Audi,White,40675,The Audi Exchange,(847) 739-9944,4.9,581,,99,Cortina White,Black,6-Speed Automatic,AWD,WA1ECCFS5JR018914
2018 Audi Q3 2.0T Sport Premium,Audi,Black,44465,Audi North Shore,(414) 375-4847,4,14,,72,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1JCCFSXJR017076
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,,Napleton Autowerks Loves Park,(815) 916-4212,4.9,566,,55,Florett Silver Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS9JR016436
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,,International Autos,(414) 203-5342,3.4,60,,68,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFSXJR028241
